"Country or Area","Year","Value"
"Austria","2015","13.459"
"Austria","2014","10.56252"
"Austria","2013","9.7524"
"Austria","2012","8.56388"
"Austria","2011","4.1022"
"Austria","2010","4.11596"
"Austria","2009","4.5408"
"Austria","2008","53.47136"
"Austria","2007","59.3916"
"Austria","2006","32.7316"
"Austria","2005","28.1564"
"Austria","2004","26.5396"
"Austria","2003","21.555384"
"Austria","2002","10.5092"
"Austria","2001","10.5092"
"Austria","2000","10.5092"
"Austria","1999","8.2366938775"
"Austria","1998","9.4306036363"
"Austria","1997","15.52644"
"Austria","1996","7.92576"
"Austria","1995","6.43968"
"Austria","1994","0.75852"
"Belgium","2015","0.84968"
"Belgium","2014","0.68972"
"Belgium","2013","1.24184"
"Belgium","2012","1.118"
"Belgium","2011","2.47508"
"Belgium","2010","1.3244"
"Belgium","2009","0.5676"
"Belgium","2008","0.6708"
"Canada","2015","0.151044896"
"Canada","2014","0.151044896"
"Canada","2013","0.151044896"
"Canada","2012","0.151044896"
"Canada","2011","0.151044896"
"Canada","2010","0.151044896"
"Canada","2009","0.15971535872"
"Canada","2008","0.16838582128"
"Canada","2007","0.177056284"
"Canada","2006","0.18572674672"
"Canada","2005","0.19439720928"
"Canada","2004","0.203067672"
"Canada","2003","0.21173813472"
"Canada","2002","0.22040859728"
"Canada","2001","0.22907906"
"Canada","2000","0.23774952272"
"Canada","1999","0.24641998528"
"Canada","1998","0.255090448"
"Canada","1997","0.26376091072"
"Canada","1996","0.27243137328"
"Canada","1995","0.281101836"
"Canada","1994","0.28977229872"
"Canada","1993","0.29844276128"
"Canada","1992","0.307113224"
"Canada","1991","0.31578368672"
"Canada","1990","0.32445414928"
"Czech Republic","2015","2.2876"
"Czech Republic","2014","2.35296"
"Czech Republic","2013","3.82356"
"Czech Republic","2012","1.7974"
"European Union","2015","69.184505435"
"European Union","2014","74.339224081"
"European Union","2013","68.492991964"
"European Union","2012","93.129038443"
"European Union","2011","127.22133417"
"European Union","2010","119.44619116"
"European Union","2009","77.369604336"
"European Union","2008","149.15063242"
"European Union","2007","163.03676749"
"European Union","2006","141.02342693"
"European Union","2005","155.96544641"
"European Union","2004","132.42527175"
"European Union","2003","146.82060499"
"European Union","2002","133.94484161"
"European Union","2001","82.369082539"
"European Union","2000","103.4440229"
"European Union","1999","75.271652181"
"European Union","1998","77.460087773"
"European Union","1997","101.85947409"
"European Union","1996","94.061829171"
"European Union","1995","99.773046976"
"European Union","1994","32.494030109"
"European Union","1993","29.447228596"
"European Union","1992","27.370714808"
"European Union","1991","25.48622903"
"European Union","1990","23.77588973"
"France","2015","10.6296"
"France","2014","10.6296"
"France","2013","10.6296"
"France","2012","20.3992"
"France","2011","31.3556"
"France","2010","32.1296"
"France","2009","24.9572"
"France","2008","46.354"
"France","2007","42.1056"
"France","2006","29.756"
"France","2005","31.2696"
"France","2004","35.544820183"
"France","2003","30.466988728"
"France","2002","35.544820183"
"France","2001","28.445694444"
"France","2000","19.891693827"
"France","1999","28.409592494"
"France","1998","21.155172237"
"France","1997","17.176894666"
"France","1996","11.460804045"
"France","1995","6.2599238812"
"France","1994","24.129661091"
"France","1993","21.936055537"
"France","1992","19.94186867"
"France","1991","18.128971518"
"France","1990","16.480883198"
"Germany","2015","11.8852"
"Germany","2014","20.2788"
"Germany","2013","16.0304"
"Germany","2012","35.207000092"
"Germany","2011","61.206666636"
"Germany","2010","61.433666732"
"Germany","2009","29.081333268"
"Germany","2008","29.595868"
"Germany","2007","12.0228"
"Germany","2006","27.83992"
"Germany","2005","34.48944"
"Germany","2004","22.814366724"
"Germany","2003","19.377233276"
"Germany","2002","12.219166724"
"Germany","2001","7.820266724"
"Germany","2000","8.91605"
"Germany","1999","6.685066724"
"Germany","1998","7.583766724"
"Germany","1997","7.8518"
"Germany","1996","7.221133276"
"Germany","1995","5.289716724"
"Germany","1994","6.88"
"Germany","1993","6.88"
"Germany","1992","6.88"
"Germany","1991","6.88"
"Germany","1990","6.88"
"Ireland","2015","0.96101587296"
"Ireland","2014","0.96101587296"
"Ireland","2013","0.90095238094"
"Ireland","2012","0.78082539688"
"Ireland","2007","37.668"
"Ireland","2006","28.208"
"Ireland","2005","28.38"
"Ireland","2004","18.0772"
"Ireland","2003","46.6292"
"Ireland","2002","46.5776"
"Ireland","2001","21.7752"
"Ireland","2000","49.1748"
"Ireland","1999","3.7876666666"
"Ireland","1998","4.191"
"Ireland","1997","6.1086666667"
"Ireland","1996","4.7190000001"
"Ireland","1995","4.3743333334"
"Italy","2015","28.416666667"
"Italy","2014","28.174666667"
"Italy","2013","25.696"
"Italy","2012","24.933333333"
"Italy","2011","27.782333333"
"Italy","2010","20.170333333"
"Italy","2009","17.966666667"
"Italy","2008","18.788"
"Italy","2007","11.568333333"
"Italy","2006","22.201666667"
"Italy","2005","33.381333333"
"Italy","2004","28.860333333"
"Italy","2003","27.837333333"
"Italy","2002","28.061"
"Italy","2001","12.785666667"
"Italy","2000","13.258746774"
"Italy","1999","26.692690779"
"Italy","1998","33.830030707"
"Italy","1997","54.091747131"
"Italy","1996","61.775196524"
"Italy","1995","76.574666667"
"Japan","2015","571.0310822"
"Japan","2014","1122.8673386"
"Japan","2013","1617.2373657"
"Japan","2012","1511.8522494"
"Japan","2011","1800.3799689"
"Japan","2010","1539.7414715"
"Japan","2009","1354.1553975"
"Japan","2008","1481.0396539"
"Japan","2007","1586.7974563"
"Japan","2006","1401.313744"
"Japan","2005","1471.7527116"
"Japan","2004","486.03833941"
"Japan","2003","416.09627156"
"Japan","2002","371.48283306"
"Japan","2001","294.81291049"
"Japan","2000","285.77261608"
"Japan","1999","315.26917107"
"Japan","1998","188.13466809"
"Japan","1997","171.05935043"
"Japan","1996","192.55413105"
"Japan","1995","201.09409885"
"Japan","1994","76.089659023"
"Japan","1993","43.479805156"
"Japan","1992","32.609853867"
"Japan","1991","32.609853867"
"Japan","1990","32.609853867"
"Lithuania","2015","0.257312"
"Lithuania","2014","0.291368"
"Lithuania","2013","0.0559"
"Switzerland","2015","0.48690018"
"Switzerland","2014","0.40358682"
"Switzerland","2013","0.09478404"
"Switzerland","2012","0.36162828"
"Switzerland","2011","6.218316"
"Switzerland","2010","8.45328744"
"Switzerland","2009","5.0984154"
"Switzerland","2008","0.082226664"
"United Kingdom","2015","0.43843089562"
"United Kingdom","2014","0.3985735415"
"United Kingdom","2013","0.36233958308"
"United Kingdom","2012","0.32939962107"
"United Kingdom","2011","0.29945420091"
"United Kingdom","2010","0.27223109183"
"United Kingdom","2009","0.25600440148"
"United Kingdom","2008","0.27060442213"
"United Kingdom","2007","0.2804341547"
"United Kingdom","2006","0.28624026307"
"United Kingdom","2005","0.28867307786"
"United Kingdom","2004","0.5889515069"
"United Kingdom","2003","0.954465652"
"United Kingdom","2002","1.033054704"
"United Kingdom","2001","1.033054704"
"United Kingdom","2000","1.6935323017"
"United Kingdom","1999","1.4599416394"
"United Kingdom","1998","1.2695144691"
"United Kingdom","1997","1.1039256253"
"United Kingdom","1996","0.95993532631"
"United Kingdom","1995","0.83472637074"
"United Kingdom","1994","0.72584901796"
"United Kingdom","1993","0.63117305915"
"United Kingdom","1992","0.54884613841"
"United Kingdom","1991","0.47725751153"
"United Kingdom","1990","0.41500653176"
"United States of America","2015","554.45363888"
"United States of America","2014","523.76709415"
"United States of America","2013","581.37536916"
"United States of America","2012","647.02580747"
"United States of America","2011","671.79404893"
"United States of America","2010","542.26958216"
"United States of America","2009","458.80533083"
"United States of America","2008","578.51378437"
"United States of America","2007","560.22744141"
"United States of America","2006","689.69527389"
"United States of America","2005","486.57664388"
"United States of America","2004","543.81853078"
"United States of America","2003","527.90014923"
"United States of America","2002","553.42328676"
"United States of America","2001","226.72830404"
"United States of America","2000","203.86851191"
"United States of America","1999","121.54298634"
"United States of America","1998","119.77516731"
"United States of America","1997","97.68187019"
"United States of America","1996","92.431742127"
"United States of America","1995","83.237130755"
"United States of America","1994","65.892166541"
"United States of America","1993","59.901969583"
"United States of America","1992","47.921575666"
"United States of America","1991","47.921575666"
"United States of America","1990","47.921575666"

